L,R,F,M,C
12,3,2,2840,0.682598592
20,16,3,2404,0.806239601
22,17,2,1938,1.0
35,20,2,2488,0.778858521
18,18,2,2422,0.8
51,19,2,2422,0.8
18,18,2,2422,0.8
19,12,2,2422,0.8
17,17,2,2422,0.8
46,2,2,2546,0.7609348
39,6,2,2861,0.67714086
27,20,3,2541,0.762416372
101,12,2,4078,0.475
37,13,4,2880,0.672534722
76,5,3,2313,0.837354086
33,2,4,5566,0.347950054
12,9,2,3023,0.640575587
61,22,3,3887,0.498096218
78,0,2,4225,0.45819645
29,0,2,2616,0.74
43,1,2,2616,0.74
84,8,3,3443,0.562250944
16,14,2,3513,0.550982067
16,4,3,2345,0.825321962
55,7,4,2834,0.682868737
57,3,2,3289,0.588385528
37,16,3,2664,0.726388889
45,3,2,3682,0.525420967
92,18,3,2846,0.67962052
21,5,2,5986,0.323100568
31,2,4,3097,0.624484985
68,1,4,2596,0.745
15,5,2,2684,0.720566319
88,0,4,2564,0.75425117
74,6,4,2316,0.835
37,16,3,2161,0.894886627
74,5,2,6238,0.31
75,16,2,2308,0.83784662
20,8,4,4069,0.475234701
36,12,2,2336,0.827782534
109,2,3,3315,0.583303167
55,4,2,3484,0.555
14,10,3,3903,0.495413784
65,20,2,3451,0.560185453
29,21,2,3451,0.560185453
19,1,4,2148,0.9
83,23,2,2148,0.9
23,5,2,3321,0.582077687
15,1,3,4001,0.483131717
13,12,2,3866,0.5
72,18,3,4131,0.467877027
18,6,3,3175,0.60871811
84,5,2,5684,0.34
50,16,2,2070,0.933333333
26,13,3,1998,0.966666667
52,12,2,5942,0.325
12,1,3,4193,0.460512759
41,2,2,3642,0.53
74,2,2,3258,0.59237876
17,0,2,3253,0.593261605
14,0,3,3686,0.523551275
61,16,3,2755,0.700362976
32,2,2,1746,1.105
67,0,2,3131,0.616154583
23,23,2,3858,0.5
20,17,2,2829,0.681866384
72,3,4,3992,0.483213928
18,15,3,2685,0.71839851
45,9,6,2478,0.778333333
19,2,3,3045,0.633333333
28,17,3,2634,0.732099468
19,2,2,2860,0.674146853
96,4,2,2328,0.828118557
17,4,3,2486,0.775470636
21,3,3,2642,0.729674489
14,6,2,3934,0.49
52,6,2,2095,0.92
80,3,2,2841,0.678204857
40,2,3,3121,0.6173438
16,8,2,2229,0.864100493
44,20,3,3173,0.606980775
27,14,2,4577,0.420603015
50,12,2,2200,0.875
31,4,3,5250,0.366666667
16,14,2,2750,0.7
24,0,3,3109,0.619125121
92,4,2,2666,0.721935484
42,22,4,5129,0.375238838
78,12,4,2524,0.7625
48,5,4,5272,0.365
76,10,3,2183,0.881470454
25,6,4,3647,0.52761722
33,16,2,2960,0.65
93,21,2,3321,0.57931346
28,7,3,2091,0.92
50,9,3,3873,0.496666667
74,2,6,3288,0.585
32,20,2,4153,0.463135083
13,4,2,2066,0.930968054
66,8,2,2800,0.686892857
43,19,2,2404,0.8
15,13,2,2404,0.8
78,20,2,2404,0.8
70,6,4,5821,0.330340148
27,4,2,2616,0.735
49,21,2,2078,0.925
64,5,3,2230,0.861932735
14,4,3,3060,0.628140523
105,11,3,2956,0.650033829
30,20,4,4508,0.426242236
23,5,2,3420,0.561824561
54,10,2,2998,0.640890594
106,2,3,3279,0.585943885
19,13,2,3025,0.635140496
22,20,2,2401,0.8
74,18,2,4268,0.45
106,21,2,4268,0.45
82,22,2,4268,0.45
83,21,2,4268,0.45
38,15,2,4268,0.45
51,10,4,3492,0.55
41,21,2,4268,0.45
24,23,2,4268,0.45
80,23,2,4268,0.45
18,18,2,4268,0.45
41,21,2,4268,0.45
21,21,2,4268,0.45
28,0,6,2478,0.775
19,14,3,2580,0.744186047
49,0,3,3588,0.535097547
104,5,3,2860,0.671090909
14,14,2,2020,0.95
15,15,2,2020,0.95
56,17,2,2020,0.95
27,5,3,3030,0.633333333
61,3,2,4153,0.462053937
19,4,2,3308,0.58
13,8,4,2961,0.64794664
12,12,2,4960,0.386784274
41,4,2,1762,1.088768445
39,15,2,3552,0.54004786
47,5,2,3584,0.535108817
17,3,5,3805,0.504
93,1,2,2891,0.663292978
31,4,4,2830,0.677526502
35,18,2,2069,0.926437893
31,1,2,2994,0.64
56,19,4,3292,0.582017011
56,15,4,3918,0.48899949
19,19,2,2253,0.850288504
41,19,2,2253,0.850288504
70,16,2,2329,0.822284242
27,21,2,3361,0.569800655
77,4,3,3876,0.494045408
28,11,3,2060,0.929320388
16,0,3,3794,0.504517659
82,22,4,2209,0.866500679
51,20,3,1740,1.1
96,13,2,2391,0.800376412
20,19,3,4784,0.4
83,0,2,2678,0.714462285
42,3,2,2820,0.678425532
74,11,2,2697,0.709343715
26,11,2,3471,0.55110919
13,2,2,2752,0.695
110,15,3,6250,0.306
98,0,3,3493,0.547520756
13,3,2,2386,0.801508801
42,9,3,3409,0.560985626
25,0,2,2688,0.711428571
17,3,3,4420,0.432651584
83,7,3,3986,0.479729052
29,1,3,1988,0.961800805
24,24,2,3248,0.588669951
57,11,2,2390,0.8
35,18,2,2390,0.8
18,5,3,2091,0.914160689
81,0,3,2070,0.923333333
40,10,2,2696,0.708924332
14,3,2,3010,0.634906977
40,18,3,2730,0.7
23,15,2,4031,0.474063508
65,3,4,2234,0.855353626
27,23,4,2316,0.825
46,16,3,2163,0.883333333
13,13,2,3421,0.558462438
43,1,2,4176,0.457442529
82,6,2,3571,0.534878185
35,13,2,1910,1.0
29,13,2,1910,1.0
31,13,2,1910,1.0
81,13,3,2865,0.666666667
17,8,3,2520,0.757801587
40,18,3,2679,0.712747294
89,5,2,2025,0.942874074
14,9,2,3415,0.558951684
19,8,3,4236,0.450594901
56,0,4,3760,0.5075
97,0,2,4654,0.41
63,9,3,2744,0.695349854
19,1,4,3656,0.521881838
44,0,3,2709,0.704311554
23,19,2,4583,0.416299367
21,13,3,5033,0.379028412
13,2,3,3466,0.550380842
54,5,2,3052,0.625
52,13,2,3052,0.625
31,1,3,3327,0.573339345
54,10,3,3905,0.488402049
14,11,4,3548,0.5375
15,6,2,1953,0.976282642
12,7,2,2243,0.850049041
73,0,2,2136,0.89261236
97,0,2,4183,0.455792493
81,14,3,5515,0.345693563
32,0,2,2318,0.822286454
90,17,2,2103,0.906276748
77,5,2,2312,0.824264706
49,2,4,3522,0.541073254
12,4,3,2852,0.668124123
50,1,4,4170,0.45694964
105,5,4,4743,0.401699346
95,4,3,2637,0.722332196
13,10,2,2930,0.65
16,12,2,2930,0.65
51,2,3,2787,0.683333333
71,5,3,2070,0.92
83,21,2,2894,0.65805114
65,7,3,2070,0.92
40,10,2,2618,0.727406417
68,22,2,2627,0.724895318
48,2,4,2766,0.688376717
29,5,2,2730,0.697384615
15,5,3,2920,0.651969178
81,1,2,3050,0.62417377
19,17,2,5274,0.360921502
13,0,4,4703,0.404711886
60,1,3,6356,0.29942102
57,10,4,2430,0.783148148
62,16,4,2416,0.7875
33,4,3,4348,0.437575897
81,0,3,3209,0.592826426
22,21,2,3456,0.550434028
54,23,2,3458,0.55
38,11,4,2714,0.700755343
66,22,2,3789,0.501913434
13,1,4,2596,0.7325
19,18,3,3564,0.533333333
74,2,2,3108,0.611505792
15,14,2,1967,0.966192171
18,0,2,2744,0.692602041
29,12,3,2413,0.787339412
12,2,2,3358,0.565693865
111,13,3,3548,0.535287486
47,9,4,2316,0.82
32,4,4,2316,0.82
21,10,2,3275,0.579877863
37,14,3,2468,0.769448947
94,4,2,2900,0.654693103
30,4,4,5181,0.366446632
17,14,4,4746,0.4
33,9,2,2642,0.718546556
105,10,3,2585,0.734313346
60,10,3,2585,0.734313346
28,9,4,3548,0.535
32,11,4,3851,0.492897949
35,10,5,3330,0.57
99,21,2,1898,1.0
27,17,3,2520,0.753134921
28,0,2,3292,0.576476306
103,7,3,2399,0.791029596
14,2,4,5072,0.374112776
20,10,2,1518,1.25
94,0,2,2076,0.9138921
36,11,3,3271,0.579944971
79,10,2,5420,0.35
47,4,2,2900,0.65407931
41,3,2,2910,0.651817869
80,0,2,2616,0.725
54,15,2,2616,0.725
112,22,2,2616,0.725
109,17,2,2616,0.725
19,7,3,3924,0.483333333
44,6,3,2585,0.733624758
14,3,2,2556,0.741905321
14,6,3,3870,0.49
72,3,4,3083,0.615043789
35,7,3,2061,0.92
12,2,2,3759,0.504408087
19,19,2,2066,0.917739593
47,14,2,2370,0.8
38,2,3,4197,0.451744103
25,6,2,4881,0.388354845
57,7,2,2659,0.712651373
49,0,7,2611,0.725714286
14,14,2,2229,0.850067295
13,6,3,3344,0.566626794
55,11,2,2087,0.90785817
31,13,2,2229,0.849932705
18,18,2,4736,0.4
44,23,2,3444,0.55
22,9,4,4620,0.41
63,11,2,1549,1.222724338
54,3,2,1578,1.2
54,12,3,2462,0.769090171
69,4,3,2074,0.912806172
20,20,2,2865,0.660732984
13,6,3,3443,0.549808307
110,2,3,4302,0.44
80,7,3,2192,0.863394161
23,22,2,4731,0.4
13,2,3,2616,0.723340979
82,0,2,2857,0.662324116
18,2,2,2266,0.835
23,22,2,3440,0.55
23,22,2,3440,0.55
18,18,2,3440,0.55
27,5,2,2025,0.934237037
47,0,2,3451,0.548148363
64,14,3,4861,0.389138037
29,12,4,4774,0.396030582
77,3,3,2070,0.913333333
89,16,3,2122,0.890857681
12,10,2,2624,0.720426829
35,0,2,3368,0.561172803
24,10,2,1890,1.0
92,5,5,2715,0.696132597
72,8,2,2340,0.807521368
73,16,2,2362,0.8
19,6,3,3016,0.626276525
42,18,2,3434,0.55
38,14,2,3434,0.55
84,5,2,4197,0.45
37,1,4,2596,0.7275
40,5,2,1298,1.455
84,5,2,2347,0.804559012
36,18,2,2360,0.8
40,7,3,2626,0.718914699
69,0,2,2340,0.806666667
28,0,6,4566,0.413333333
34,9,4,4055,0.465415536
24,10,2,1887,1.0
41,1,3,2983,0.632577942
15,1,3,2948,0.640044098
25,5,4,4200,0.44925
41,9,2,4743,0.397817837
66,18,3,2364,0.798011844
36,12,4,3124,0.603841229
24,17,2,2974,0.63428043
16,2,3,3726,0.506256039
50,8,3,2472,0.763042071
19,4,2,2138,0.882231057
47,10,2,3297,0.571935093
53,7,3,2184,0.863333333
17,16,2,2534,0.744060773
13,9,2,2744,0.687117347
64,4,2,3621,0.52046396
18,14,2,2318,0.81285591
23,17,3,2708,0.695624077
79,3,2,2750,0.684989091
15,7,4,5058,0.372419929
54,1,2,2130,0.884225352
22,22,3,4692,0.401321398
28,5,3,2278,0.826549605
46,23,2,2092,0.9
28,12,2,2092,0.9
72,11,2,2092,0.9
30,10,4,2178,0.864393939
12,4,2,2852,0.66
15,8,2,5260,0.357840304
54,17,3,1947,0.966666667
15,4,4,2596,0.725
16,1,2,2902,0.648270159
32,2,2,2253,0.834798047
72,5,2,4532,0.415
83,2,2,2266,0.83
40,3,2,2778,0.677008639
37,5,2,2290,0.821091703
23,21,3,2642,0.71163891
81,1,2,2892,0.65
74,19,3,2679,0.701586413
51,20,4,2148,0.875
31,11,4,2148,0.875
71,6,3,2727,0.689182252
12,0,2,2857,0.657773889
30,1,2,2677,0.701908853
48,17,2,2112,0.889630682
79,7,2,2464,0.762410714
66,15,3,3886,0.483414822
50,8,4,2664,0.705
50,11,3,3901,0.481363753
41,11,2,2030,0.925
15,6,4,3444,0.545191638
19,1,2,2572,0.73
23,15,4,3849,0.487776046
55,8,6,5905,0.317898391
29,8,3,2619,0.716666667
13,7,4,3107,0.604103637
17,6,2,2630,0.713520913
24,16,2,2780,0.675
52,21,2,2766,0.678398409
21,21,3,2532,0.740995261
12,0,2,2369,0.79191642
45,19,2,3752,0.5
28,12,3,3103,0.604495649
17,5,2,4339,0.432233233
13,6,2,2578,0.72746315
95,20,4,3488,0.5375
12,11,3,2163,0.866666667
105,4,2,2824,0.663803116
14,12,2,2789,0.672104697
54,18,2,3896,0.481083162
14,10,7,4165,0.45
86,3,5,2740,0.684
70,7,3,2168,0.864095941
89,5,4,2598,0.721054657
29,18,2,4683,0.4
75,6,2,2036,0.92
13,12,2,3215,0.582597201
19,18,3,2588,0.723724884
13,10,4,4661,0.401802188
29,3,2,4256,0.44
61,16,2,2843,0.658635244
45,8,2,2212,0.846491863
57,17,4,2416,0.775
29,14,3,4681,0.4
54,19,4,2416,0.775
19,3,4,4750,0.394157895
92,15,2,3404,0.55
64,22,2,3404,0.55
27,12,3,2558,0.731860829
40,0,4,3044,0.615
14,12,2,2582,0.725
24,0,4,3820,0.49
39,9,2,3820,0.49
12,5,2,5212,0.359056025
19,3,2,6238,0.3
12,1,2,2994,0.625
105,17,2,2486,0.752614642
31,1,4,3646,0.513123971
14,0,5,3065,0.61033279
29,1,2,3258,0.574165132
52,0,3,4126,0.45336888
55,8,4,5157,0.362722513
18,3,5,4628,0.404174589
93,10,3,3870,0.483333333
18,18,2,3741,0.5
113,6,2,2616,0.715
44,3,2,2427,0.77065513
23,22,2,2078,0.9
24,7,5,2895,0.646
19,0,2,2710,0.69
21,2,3,2019,0.92606736
31,11,2,5342,0.35
14,8,4,5650,0.330902655
82,0,3,2371,0.788456348
15,13,3,2688,0.695442708
66,2,2,4460,0.419127803
12,12,2,4154,0.45
73,22,2,4154,0.45
78,4,3,4119,0.453806749
26,13,2,4153,0.45
26,13,2,3338,0.559856201
69,0,3,3043,0.614094643
82,15,2,3934,0.475
21,16,2,3934,0.475
19,12,2,3934,0.475
97,17,2,3934,0.475
23,14,2,3934,0.475
60,16,2,3934,0.475
20,17,2,3934,0.475
80,14,2,3934,0.475
22,19,2,3934,0.475
20,15,2,3934,0.475
16,15,2,3934,0.475
19,18,2,3934,0.475
28,17,2,3934,0.475
63,10,3,5901,0.316666667
98,1,3,5220,0.357978927
26,10,3,3023,0.618094608
30,8,3,2840,0.657866197
13,12,2,2198,0.85
69,13,2,2440,0.76557377
36,13,2,3337,0.559769254
24,17,2,2579,0.724272974
102,7,2,2840,0.657697183
25,19,2,2576,0.72503882
29,10,5,4691,0.398113409
62,13,2,2861,0.652708843
45,3,2,2623,0.711856653
36,11,2,2569,0.726741923
44,11,5,3929,0.475133622
17,13,2,3394,0.55
16,16,2,2943,0.634148828
22,13,3,3944,0.473174442
92,6,4,2095,0.890739857
12,12,2,2711,0.688325341
26,17,2,1866,1.0
34,21,2,1866,1.0
22,20,2,1866,1.0
77,17,2,1866,1.0
37,24,2,1866,1.0
24,22,2,1866,1.0
76,22,2,1866,1.0
74,19,2,1866,1.0
77,22,2,1866,1.0
28,22,2,1866,1.0
17,17,2,1866,1.0
50,18,2,1866,1.0
53,20,2,1866,1.0
17,16,2,1866,1.0
65,16,2,1866,1.0
94,10,2,1866,1.0
18,18,2,1866,1.0
38,21,2,1866,1.0
12,6,2,2627,0.710251237
23,14,3,2461,0.758025193
21,9,3,2193,0.850652075
34,4,4,4501,0.414450122
93,1,3,2421,0.770495663
24,13,2,3315,0.5626546
24,13,2,3315,0.5626546
14,9,2,2422,0.77
96,5,2,2514,0.741801909
91,23,2,2572,0.725
88,21,2,2572,0.725
33,21,2,3390,0.55
43,3,2,3214,0.58
42,10,3,3441,0.541732055
16,0,3,4023,0.463333333
61,1,2,2245,0.830164811
42,1,3,3892,0.478838643
19,17,2,3106,0.6
65,0,2,2839,0.65635435
27,13,3,3444,0.540984321
21,6,2,2404,0.775
31,12,3,2070,0.9
28,22,3,5528,0.336993488
33,0,3,3124,0.596318822
34,16,2,3367,0.553252153
12,11,2,1512,1.231944444
17,0,3,1947,0.956666667
81,4,3,1947,0.956666667
105,2,4,4051,0.459740805
23,16,3,2865,0.65
83,17,3,2349,0.792784163
23,18,2,1960,0.95
21,10,2,1862,1.0
79,21,4,2524,0.7375
45,8,2,2748,0.677365357
23,14,3,2568,0.724785826
28,0,3,2476,0.751631664
45,20,3,2671,0.696649195
83,8,2,2930,0.635
56,4,2,3491,0.532953309
65,15,2,3404,0.546474736
13,2,2,3388,0.54905549
40,5,2,2496,0.745192308
42,7,3,4704,0.395367772
103,18,2,3448,0.539182135
52,18,2,2698,0.689065975
24,24,2,3718,0.5
24,24,2,3718,0.5
37,9,2,2157,0.861808067
14,2,4,3969,0.468271605
40,20,2,2478,0.75
18,9,5,3153,0.589429115
55,6,2,2020,0.92
81,8,2,2020,0.92
39,7,2,2020,0.92
90,7,2,2020,0.92
12,4,2,2261,0.821923927
16,13,2,2348,0.791418228
46,22,2,2030,0.915369458
23,9,2,3000,0.619373333
82,6,5,4749,0.391219204
27,7,3,4812,0.386086866
40,5,2,2019,0.92
51,8,2,2616,0.71
13,1,4,5232,0.355
18,4,6,3618,0.513333333
28,17,3,2230,0.83264574
61,8,3,2019,0.919638435
32,12,2,1986,0.934843907
50,1,2,3453,0.537668694
26,5,2,2750,0.675069091
74,6,2,3523,0.526940108
64,2,2,3374,0.55
71,11,3,4223,0.439379588
41,1,4,3576,0.518811521
67,21,2,3135,0.591562998
32,0,4,3132,0.592043423
12,9,2,3674,0.504703321
24,15,3,2364,0.784073604
13,13,2,2352,0.788010204
46,14,2,2352,0.788010204
64,22,4,2316,0.8
29,11,2,2145,0.863776224
16,6,2,2036,0.91
15,11,2,2470,0.75
71,18,3,3585,0.516666667
90,9,3,4148,0.446477821
23,9,5,2674,0.692528048
26,4,3,3468,0.5338812
36,17,2,2329,0.794976385
29,7,4,4671,0.396321987
18,0,2,2892,0.64
45,16,2,2644,0.7
13,4,3,2308,0.801897747
13,11,2,1850,1.0
23,16,2,1850,1.0
23,18,2,1850,1.0
13,8,2,2351,0.786741812
15,15,2,4110,0.45
63,4,2,3215,0.575247278
58,8,5,3105,0.595513688
24,9,5,4473,0.413380282
37,9,4,2530,0.730818182
29,23,2,2311,0.8
37,9,3,1959,0.943644717
110,6,3,2288,0.807884615
26,0,4,2268,0.815
27,4,2,1582,1.168198483
19,19,2,4286,0.431171255
81,5,3,2038,0.906771344
18,0,4,4588,0.402741935
29,7,2,3390,0.545
32,19,2,2861,0.64571828
51,0,3,2730,0.676666667
32,0,5,2895,0.638
28,0,3,2577,0.716666667
73,8,2,2624,0.703704268
20,16,4,2611,0.707142857
80,4,5,4748,0.388866891
31,0,2,2378,0.776396131
68,7,5,3747,0.49262877
19,1,2,2635,0.700432638
36,1,2,2857,0.645985299
22,2,3,3032,0.608637863
75,13,3,2636,0.7
89,4,2,4986,0.37
92,3,2,3527,0.523053587
34,7,2,2813,0.655776751
92,7,3,3118,0.591622835
39,11,2,3074,0.6
17,5,3,6398,0.288240075
60,17,4,4214,0.437541528
53,7,2,3101,0.594566269
50,22,3,3572,0.51612542
72,2,3,2354,0.783143585
57,14,3,3362,0.548304581
32,7,3,1947,0.946666667
34,4,2,2112,0.872698864
65,10,3,3866,0.476720124
20,7,2,5420,0.34
77,15,2,2525,0.729742574
75,15,2,2525,0.729742574
44,6,2,3444,0.535
88,4,4,4724,0.39
36,2,3,3184,0.578599246
79,3,3,2050,0.898565854
98,5,3,2537,0.726062278
73,12,2,1228,1.5
57,0,4,2400,0.7675
48,0,4,3044,0.605
16,2,2,2346,0.784897698
31,2,2,2994,0.615
17,12,2,2629,0.700304298
25,1,4,1796,1.025
74,4,3,2307,0.797893368
56,3,2,3426,0.537145359
35,15,3,2546,0.722800471
44,16,2,2115,0.870070922
44,9,3,2163,0.850651872
29,2,3,2622,0.701540809
23,23,2,2066,0.890319458
13,6,2,2279,0.807020623
31,2,2,2972,0.618654105
15,14,3,2800,0.656571429
68,19,3,3588,0.512374582
59,12,2,2512,0.731827229
84,0,3,2029,0.9060276
74,0,2,2020,0.91
84,8,2,2020,0.91
18,12,2,2862,0.642120894
18,0,2,2214,0.83
24,3,2,2423,0.758390425
97,2,3,3336,0.550755396
38,6,3,3156,0.582091255
36,17,3,2229,0.824091521
80,22,2,1312,1.4
69,1,2,4161,0.441377073
55,16,3,3461,0.530583646
95,3,2,2929,0.626766815
16,11,3,3868,0.474534643
23,23,2,2132,0.860881801
57,4,3,3267,0.561763085
30,10,5,3583,0.512126709
77,2,2,2319,0.791129797
34,9,3,3379,0.54293282
34,21,2,2158,0.85
30,10,4,4316,0.425
98,23,2,2158,0.85
104,13,3,2712,0.676364307
65,0,2,2800,0.655
25,0,3,3365,0.544950966
38,17,2,3667,0.5
84,14,3,2619,0.7
24,24,3,4583,0.4
56,22,3,2527,0.725385833
12,9,3,3353,0.546680585
71,22,2,1833,1.0
28,9,2,2462,0.744504468
57,3,2,4915,0.372929807
20,7,3,5187,0.353333333
21,0,2,2177,0.841855765
14,4,4,2252,0.813805506
12,2,2,2533,0.723493881
23,23,2,3073,0.596355353
65,4,2,4476,0.4093521
44,2,2,2873,0.637737557
73,6,4,4351,0.421098598
38,5,3,2231,0.82109368
19,17,2,2813,0.65115535
29,6,2,3544,0.516834086
15,12,2,2058,0.8898931
23,9,3,2486,0.736637168
39,23,2,2930,0.625
73,21,2,2616,0.7
103,10,2,2616,0.7
28,19,2,3052,0.6
49,12,2,2616,0.7
14,14,2,2616,0.7
25,14,2,2616,0.7
88,16,2,2616,0.7
24,22,2,2616,0.7
15,15,3,2521,0.726299088
18,18,2,2421,0.756257745
104,0,3,2802,0.653340471
20,19,2,2034,0.9
106,5,2,2845,0.64343761
26,0,2,1298,1.41
29,8,3,1629,1.123327195
76,10,2,2828,0.647029703
39,14,4,2947,0.620885646
17,6,2,1875,0.975808
28,5,2,3934,0.465
29,19,2,2053,0.890891378
78,1,2,2554,0.716123727
15,15,2,2286,0.8
23,21,2,2286,0.8
20,20,2,2286,0.8
25,2,2,2020,0.905
65,2,2,2020,0.905
37,3,2,4570,0.4
28,19,2,4570,0.4
29,1,4,4508,0.405423691
14,7,2,2267,0.806193207
18,18,2,2247,0.813084112
14,13,2,3532,0.517214043
61,5,2,3446,0.530116077
81,0,2,2688,0.679508929
46,9,2,2605,0.700886756
17,9,2,2958,0.617241379
97,0,3,3004,0.607762983
14,13,2,4273,0.427100398
13,8,4,2322,0.785865633
16,16,3,3105,0.587681159
14,9,3,3035,0.601235585
31,7,3,4302,0.424058577
51,0,2,2266,0.805
16,1,2,3140,0.580828025
57,13,2,2182,0.835586618
25,7,2,2487,0.733071974
57,4,4,3129,0.582444871
20,19,3,2896,0.629195442
53,14,2,2995,0.608347245
23,11,2,2520,0.72297619
17,4,2,2719,0.67
30,11,3,3721,0.489572696
35,18,2,2618,0.695779221
65,12,2,2143,0.85
32,22,2,4816,0.378218439
32,14,3,3083,0.590723321
23,0,3,5584,0.326133596
13,3,2,2965,0.613973019
86,6,2,2130,0.854624413
85,21,2,1820,1.0
82,10,2,2800,0.65
29,18,3,3736,0.487085118
26,15,2,2426,0.75
75,0,2,3308,0.55
104,12,3,2799,0.65
105,22,2,1845,0.985907859
102,2,2,2778,0.654758819
12,8,2,2714,0.67
35,8,3,2403,0.756666667
38,16,3,3030,0.6
99,0,4,4752,0.3825
57,14,2,2593,0.700887003
40,1,3,3101,0.586049661
82,12,3,1947,0.933333333
29,5,2,1843,0.985957678
53,0,2,5344,0.34
35,22,2,2422,0.75
23,23,2,2422,0.75
32,11,4,3459,0.525108413
49,12,3,3388,0.536097993
109,12,4,1816,1.0
65,11,4,5085,0.35712881
56,6,2,2525,0.719156436
66,12,2,2407,0.754341504
19,4,3,5443,0.33358442
97,2,2,2710,0.67
76,2,2,2710,0.67
16,3,3,3171,0.572541785
34,10,3,3360,0.540193452
98,23,2,2342,0.775
37,12,2,2574,0.70506993
71,13,2,1910,0.95
98,11,2,2254,0.804968944
19,8,2,2112,0.8590625
27,10,3,5278,0.343740053
41,2,2,2480,0.731532258
15,3,3,2365,0.766832981
101,9,2,1964,0.923177189
25,3,2,3032,0.597971636
72,5,3,2229,0.813333333
96,5,3,4199,0.431709931
30,7,2,2640,0.686647727
60,14,3,2101,0.862732032
15,4,3,2649,0.684212911
40,3,3,3992,0.453997996
77,12,3,5598,0.323740622
18,6,3,4036,0.449018831
31,7,2,1991,0.910145655
14,3,4,2664,0.68
15,4,3,4220,0.429265403
28,5,4,3044,0.595
112,3,3,4043,0.447897601
28,13,3,2474,0.731932094
15,5,3,4620,0.391896104
17,3,4,2208,0.819918478
64,8,2,2245,0.806111359
31,18,2,2389,0.757513604
101,1,4,3156,0.573412548
44,1,2,2913,0.621136286
100,19,2,2004,0.902844311
36,10,2,2004,0.902844311
53,1,3,3658,0.494587206
29,0,2,2950,0.613254237
15,11,2,1206,1.5
16,14,3,2761,0.655124955
52,3,2,2739,0.660284775
19,18,2,2192,0.825
12,11,2,2260,0.8
16,16,2,2260,0.8
61,22,2,2260,0.8
14,8,2,2892,0.625
14,9,2,2410,0.749834025
40,1,2,2780,0.65
17,17,3,1807,1.0
29,1,3,1872,0.965
20,12,2,2238,0.807104558
31,3,2,2321,0.778186127
19,16,4,3795,0.475849802
80,2,3,3353,0.538434238
105,0,2,2684,0.672533532
107,2,2,2616,0.69
68,8,3,3924,0.46
79,11,2,2253,0.801154017
15,12,2,2076,0.869460501
54,9,2,2134,0.845679475
93,12,6,2448,0.737173203
14,13,2,2255,0.8
18,18,2,1985,0.908690176
17,17,2,1911,0.943799058
30,17,4,3332,0.541236495
17,15,4,4508,0.4
27,10,2,5152,0.35
18,18,2,2404,0.75
18,2,7,3836,0.47
22,3,3,2540,0.70973622
19,19,2,2773,0.650054093
22,16,3,2163,0.833333333
50,21,2,2253,0.8
109,2,3,3534,0.51
12,1,2,2048,0.88
39,8,5,4550,0.396
82,9,3,3318,0.543034961
25,7,3,4042,0.445744681
110,5,2,2257,0.797828977
17,17,2,2572,0.7
37,16,2,2572,0.7
13,1,2,2660,0.676823308
34,18,2,1800,1.0
18,17,2,1800,1.0
42,21,3,1800,1.0
13,11,3,2700,0.666666667
44,7,5,3681,0.488981255
30,23,2,2253,0.798845983
55,21,3,4499,0.4
15,6,3,3533,0.509326352
85,17,2,2519,0.714331084
12,8,2,3665,0.49091678
47,8,4,5452,0.33
29,19,3,3288,0.547141119
47,23,2,2672,0.673128743
32,7,3,5288,0.3401059
78,7,3,3063,0.587156383
33,18,4,2320,0.775
63,20,2,1798,1.0
44,22,3,4717,0.381174475
28,1,4,2596,0.6925
99,2,3,1947,0.923333333
77,21,4,5372,0.334605361
40,16,2,2619,0.686330661
55,8,2,2073,0.866859624
39,17,2,2843,0.631938094
91,1,2,2806,0.6402067
29,17,2,4491,0.4
13,13,2,2784,0.645114943
82,0,3,3567,0.503333333
67,6,5,3846,0.466786271
110,5,4,4024,0.446125746
71,18,2,2692,0.666827637
25,11,3,2868,0.625784519
12,8,3,2045,0.877589242
19,5,3,3641,0.492892063
37,8,2,2286,0.785
37,11,3,3707,0.484084165
25,8,4,2601,0.689896194
29,17,3,2070,0.866666667
36,17,3,2070,0.866666667
18,13,3,2070,0.866666667
53,16,2,2392,0.75
48,6,3,3418,0.524836161
77,7,2,2401,0.747055394
89,0,2,2148,0.835
15,1,3,5123,0.350085887
20,2,3,3305,0.542644478
51,1,3,2726,0.657894351
114,18,3,4480,0.400290179
79,3,3,2654,0.675697061
14,9,3,3272,0.548031785
19,16,2,2574,0.696620047
12,12,2,3699,0.484752636
38,1,2,2663,0.67332332
27,0,3,2538,0.706469661
69,1,3,3464,0.517520208
15,8,2,3649,0.491257879
16,15,3,3048,0.588090551
12,9,3,3409,0.525790554
40,0,3,1780,1.006921348
17,8,4,4122,0.434781659
75,16,2,2240,0.8
69,8,2,2800,0.64
36,19,2,2240,0.8
15,9,2,2800,0.64
45,3,2,4384,0.40875
19,5,2,2497,0.717617141
40,12,3,4807,0.372758477
74,6,2,2136,0.838764045
13,10,2,4055,0.441790382
83,8,2,1866,0.96
39,6,3,1947,0.92
104,1,4,3363,0.532592923
12,5,2,1901,0.942093635
51,0,2,3141,0.570152818
85,0,4,5040,0.355297619
91,2,2,2356,0.76
28,2,2,2356,0.76
19,12,4,2757,0.649401523
76,6,5,4197,0.426533238
86,15,2,2485,0.720241449
